,name,age,from_team,to_team,avg_salary,year_fa,IDfg,first_played,last_played,pos_1B,pos_2B,pos_3B,pos_C,pos_DH,pos_SS
547,Wilson Betemit,30.2,DET,BAL,1625000.0,2012,1861,2001.0,2013.0,0,0,1,0,0,0
548,Wilson Ramos,31.3,PHI,NYM,9500000.0,2019,1433,2010.0,2021.0,0,0,0,1,0,0
549,Wilson Ramos,29.2,WSH,TB,6250000.0,2017,1433,2010.0,2021.0,0,0,0,1,0,0
550,Wilson Ramos,33.4,NYM,DET,2000000.0,2021,1433,2010.0,2021.0,0,0,0,1,0,0
551,Xavier Nady,35.1,COL,SD,775000.0,2014,1658,2000.0,2014.0,1,0,0,0,0,0
552,Xavier Nady,33.3,ARI,WSH,700000.0,2012,1658,2000.0,2014.0,1,0,0,0,0,0
553,Yadier Molina,38.5,STL,STL,9000000.0,2021,7007,2004.0,2021.0,0,0,0,1,0,0
554,Yan Gomes,34.3,OAK,CHC,6500000.0,2022,9627,2012.0,2021.0,0,0,0,1,0,0
555,Yan Gomes,32.3,WSH,WSH,5000000.0,2020,9627,2012.0,2021.0,0,0,0,1,0,0
556,Yasmani Grandal,30.2,LAD,MIL,18250000.0,2019,11368,2012.0,2021.0,0,0,0,1,0,0
557,Yasmani Grandal,31.0,MIL,CHW,18250000.0,2020,11368,2012.0,2021.0,0,0,0,1,0,0
558,Yonder Alonso,30.7,SEA,CLE,8000000.0,2018,2530,2010.0,2019.0,1,0,0,0,0,0
559,Yuniesky Betancourt,31.1,PHI,MIL,900000.0,2013,8585,2005.0,2013.0,1,0,0,0,0,0
560,Zack Cozart,32.3,CIN,LAA,12666667.0,2018,2616,2011.0,2019.0,0,0,1,0,0,0
