,name,age,from_team,to_team,avg_salary,year_fa,IDfg,first_played,last_played,pos_1B,pos_2B,pos_3B,pos_C,pos_DH,pos_SS
299,Jose Bautista,37.6,ATL,NYM,545000.0,2018,1887,2004.0,2018.0,0,0,0,0,0,0
300,Jose Lopez,28.0,MIA,CLE,800000.0,2012,3114,2004.0,2012.0,0,0,1,0,0,0
301,Jose Molina,36.4,TOR,TB,1800000.0,2012,25,1999.0,2014.0,0,0,0,1,0,0
302,Jose Molina,38.4,TB,TB,2250000.0,2014,25,1999.0,2014.0,0,0,0,1,0,0
303,Jose Peraza,25.6,CIN,BOS,2850000.0,2020,13593,2015.0,2021.0,0,0,0,0,0,1
304,Jose Reyes,34.6,NYM,NYM,2000000.0,2018,1736,2003.0,2018.0,0,0,0,0,0,1
305,Jose Reyes,28.4,NYM,MIA,17666667.0,2012,1736,2003.0,2018.0,0,0,0,0,0,1
306,Jose Reyes,33.0,COL,NYM,507500.0,2016,1736,2003.0,2018.0,0,0,0,0,0,1
307,Josh Donaldson,34.1,ATL,MIN,23000000.0,2020,5038,2010.0,2021.0,0,0,1,0,0,0
308,Josh Donaldson,32.9,CLE,ATL,23000000.0,2019,5038,2010.0,2021.0,0,0,1,0,0,0
309,Josh Hamilton,31.5,TEX,LAA,25000000.0,2013,1875,2007.0,2015.0,0,0,0,0,0,0
310,Josh Harrison,31.6,PIT,DET,2000000.0,2019,8202,2011.0,2021.0,0,1,0,0,0,0
311,Josh Reddick,29.7,LAD,HOU,13000000.0,2017,3892,2009.0,2021.0,0,0,0,0,0,0
312,Josh Thole,29.1,TOR,TOR,800000.0,2016,9689,2009.0,2016.0,0,0,0,1,0,0
313,Josh Willingham,32.8,OAK,MIN,7000000.0,2012,2103,2004.0,2014.0,0,0,0,0,0,0
314,Juan Pierre,34.4,CHW,PHI,800000.0,2012,443,2000.0,2013.0,0,0,0,0,0,0
315,Juan Rivera,33.3,LAD,LAD,4500000.0,2012,843,2001.0,2012.0,0,0,0,0,0,0
316,Juan Uribe,34.7,LAD,LAD,7500000.0,2014,454,2001.0,2016.0,0,0,1,0,0,0
317,Juan Uribe,36.8,NYM,CLE,4000000.0,2016,454,2001.0,2016.0,0,0,1,0,0,0
318,Jurickson Profar,27.9,SD,SD,7000000.0,2021,10815,2012.0,2021.0,0,0,0,0,0,0
319,Justin Bour,30.5,PHI,LAA,2500000.0,2019,9744,2014.0,2019.0,1,0,0,0,0,0
320,Justin Maxwell,31.0,KC,SF,1000000.0,2015,6827,2007.0,2015.0,0,0,0,0,0,0
321,Justin Morneau,35.0,COL,CHW,1000000.0,2016,1737,2003.0,2016.0,1,0,0,0,0,0
322,Justin Morneau,32.5,PIT,COL,6250000.0,2014,1737,2003.0,2016.0,1,0,0,0,0,0
323,Justin Ruggiano,33.7,LAD,TEX,1650000.0,2016,7620,2007.0,2017.0,0,0,0,0,0,0
324,Justin Smoak,27.9,TOR,TOR,1000000.0,2015,9054,2010.0,2020.0,1,0,0,0,0,0
325,Justin Smoak,33.0,TOR,MIL,5000000.0,2020,9054,2010.0,2020.0,1,0,0,0,0,0
326,Justin Turner,32.0,LAD,LAD,16000000.0,2017,5235,2009.0,2021.0,0,0,1,0,0,0
327,Justin Turner,36.2,LAD,LAD,17000000.0,2021,5235,2009.0,2021.0,0,0,1,0,0,0
328,Justin Turner,29.2,NYM,LAD,1000000.0,2014,5235,2009.0,2021.0,0,0,1,0,0,0
329,Justin Upton,28.3,SD,DET,22125000.0,2016,5222,2007.0,2021.0,0,0,0,0,0,0
330,Kelly Johnson,31.8,TB,NYY,3000000.0,2014,2234,2005.0,2016.0,0,1,0,0,0,0
331,Kelly Johnson,33.8,NYM,ATL,2000000.0,2016,2234,2005.0,2016.0,0,1,0,0,0,0
332,Kelly Johnson,30.9,TOR,TB,2450000.0,2013,2234,2005.0,2016.0,0,1,0,0,0,0
333,Kelly Johnson,32.9,BAL,ATL,1500000.0,2015,2234,2005.0,2016.0,0,1,0,0,0,0
334,Kelly Shoppach,32.8,NYM,SEA,1500000.0,2013,3867,2005.0,2013.0,0,0,0,1,0,0
335,Kendrys Morales,31.4,SEA,KC,8500000.0,2015,8610,2006.0,2019.0,0,0,0,0,1,0
336,Kendrys Morales,33.3,KC,TOR,11000000.0,2017,8610,2006.0,2019.0,0,0,0,0,1,0
337,Kendrys Morales,30.9,SEA,MIN,7540983.0,2014,8610,2006.0,2019.0,0,0,0,0,1,0
338,Kevin Frandsen,31.8,PHI,WSH,900000.0,2014,7528,2006.0,2015.0,0,0,1,0,0,0
339,Kevin Kouzmanoff,30.4,NYM,KC,1000000.0,2012,5995,2006.0,2014.0,0,0,1,0,0,0
340,Kevin Pillar,31.1,SF,BOS,4250000.0,2020,12434,2013.0,2021.0,0,0,0,0,0,0
341,Kevin Pillar,32.1,COL,NYM,3250000.0,2021,12434,2013.0,2021.0,0,0,0,0,0,0
342,Kevin Plawecki,28.8,CLE,BOS,900000.0,2020,13807,2015.0,2021.0,0,0,0,1,0,0
343,Kevin Youkilis,33.7,CHW,NYY,12000000.0,2013,1935,2004.0,2013.0,0,0,1,0,0,0
344,Kole Calhoun,32.2,LAA,ARI,8000000.0,2020,11200,2012.0,2021.0,0,0,0,0,0,0
345,Kole Calhoun,34.1,ARI,TEX,5200000.0,2022,11200,2012.0,2021.0,0,0,0,0,0,0
346,Kolten Wong,30.2,STL,MIL,9000000.0,2021,12532,2013.0,2021.0,0,1,0,0,0,0
347,Kurt Suzuki,30.2,OAK,MIN,2750000.0,2014,8259,2007.0,2021.0,0,0,0,1,0,0
348,Kurt Suzuki,35.1,ATL,WSH,5000000.0,2019,8259,2007.0,2021.0,0,0,0,1,0,0
349,Kurt Suzuki,33.2,MIN,ATL,1500000.0,2017,8259,2007.0,2021.0,0,0,0,1,0,0
350,Kurt Suzuki,37.2,WSH,LAA,1500000.0,2021,8259,2007.0,2021.0,0,0,0,1,0,0
351,Kyle Blanks,28.2,OAK,TEX,1000000.0,2015,49,2009.0,2015.0,0,0,0,0,0,0
352,Kyle Schwarber,27.8,CHC,WSH,10000000.0,2021,16478,2015.0,2021.0,0,0,0,0,0,0
353,Lance Berkman,36.8,STL,TEX,11000000.0,2013,548,1999.0,2013.0,0,0,0,0,1,0
354,Laynce Nix,31.1,WSH,PHI,1250000.0,2012,1766,2003.0,2013.0,0,0,0,0,0,0
355,Leury Garcia,30.7,CHW,CHW,5500000.0,2022,5913,2013.0,2021.0,0,1,0,0,0,0
356,Logan Morrison,30.5,TB,MIN,6500000.0,2018,9205,2010.0,2020.0,0,0,0,0,1,0
357,Lonnie Chisenhall,30.1,CLE,PIT,2750000.0,2019,7571,2011.0,2018.0,0,0,0,0,0,0
358,Lorenzo Cain,31.8,KC,MIL,16000000.0,2018,9077,2010.0,2021.0,0,0,0,0,0,0
359,Lucas Duda,32.0,TB,KC,3500000.0,2018,2502,2010.0,2019.0,1,0,0,0,0,0
360,Luis Valbuena,31.1,HOU,LAA,7500000.0,2017,4969,2008.0,2018.0,0,0,1,0,0,0
361,Luke Maile,28.8,TOR,PIT,900000.0,2020,13355,2015.0,2021.0,0,0,0,1,0,0
362,Luke Scott,34.6,TB,TB,2750000.0,2013,3469,2005.0,2013.0,0,0,0,0,1,0
363,Luke Scott,33.5,BAL,TB,6000000.0,2012,3469,2005.0,2013.0,0,0,0,0,1,0
364,Lyle Overbay,36.9,NYY,MIL,1500000.0,2014,1617,2001.0,2014.0,1,0,0,0,0,0
365,Lyle Overbay,36.0,ATL,BOS,1250000.0,2013,1617,2001.0,2014.0,1,0,0,0,0,0
366,Maicer Izturis,32.1,LAA,TOR,3333333.0,2013,2437,2004.0,2014.0,0,1,0,0,0,0
367,Maikel Franco,28.5,KC,BAL,800000.0,2021,12179,2014.0,2021.0,0,0,1,0,0,0
368,Maikel Franco,27.2,PHI,KC,2950000.0,2020,12179,2014.0,2021.0,0,0,1,0,0,0
369,Manny Machado,26.6,LAD,SD,30000000.0,2019,11493,2012.0,2021.0,0,0,1,0,0,0
370,Marcell Ozuna,30.2,ATL,ATL,16250000.0,2021,10324,2013.0,2021.0,0,0,0,0,0,0
371,Marcell Ozuna,29.2,STL,ATL,18000000.0,2020,10324,2013.0,2021.0,0,0,0,0,0,0
372,Marco Hernandez,27.2,BOS,BOS,650000.0,2020,13154,2016.0,2019.0,0,0,1,0,0,0
373,Marco Scutaro,37.1,SF,SF,6666667.0,2013,1555,2002.0,2014.0,0,1,0,0,0,0
374,Marcus Semien,30.3,OAK,TOR,18000000.0,2021,12533,2013.0,2021.0,0,1,0,0,0,0
375,Marcus Semien,31.2,TOR,TEX,25000000.0,2022,12533,2013.0,2021.0,0,1,0,0,0,0
376,Mark Canha,32.8,OAK,NYM,13250000.0,2022,11445,2015.0,2021.0,0,0,0,0,0,0
377,Mark Derosa,36.8,SF,WSH,800000.0,2012,1392,1998.0,2013.0,0,0,1,0,0,0
378,Mark Derosa,37.8,WSH,TOR,750000.0,2013,1392,1998.0,2013.0,0,0,1,0,0,0
379,Mark Ellis,34.4,COL,LAD,4375000.0,2012,1443,2002.0,2014.0,0,1,0,0,0,0
380,Mark Ellis,36.5,LAD,STL,5250000.0,2014,1443,2002.0,2014.0,0,1,0,0,0,0
381,Mark Reynolds,30.4,NYY,MIL,2000000.0,2014,7619,2007.0,2019.0,0,0,1,0,0,0
382,Mark Reynolds,31.3,MIL,STL,2000000.0,2015,7619,2007.0,2019.0,0,0,1,0,0,0
383,Mark Trumbo,31.0,BAL,BAL,12500000.0,2017,6876,2010.0,2019.0,0,0,0,0,1,0
384,Marlon Byrd,38.5,SF,CLE,1000000.0,2016,950,2002.0,2016.0,0,0,0,0,0,0
385,Marlon Byrd,36.2,PIT,PHI,8000000.0,2014,950,2002.0,2016.0,0,0,0,0,0,0
386,Marlon Byrd,35.4,BOS,NYM,700000.0,2013,950,2002.0,2016.0,0,0,0,0,0,0
387,Martin Maldonado,32.5,HOU,KC,2500000.0,2019,6887,2011.0,2021.0,0,0,0,1,0,0
388,Martin Maldonado,33.3,HOU,HOU,3500000.0,2020,6887,2011.0,2021.0,0,0,0,1,0,0
389,Marwin Gonzalez,29.9,HOU,MIN,10500000.0,2019,5497,2012.0,2021.0,0,0,1,0,0,0
390,Marwin Gonzalez,31.8,MIN,BOS,3000000.0,2021,5497,2012.0,2021.0,0,0,1,0,0,0
391,Matt Adams,30.2,STL,WSH,4000000.0,2019,9393,2012.0,2021.0,1,0,0,0,0,0
392,Matt Adams,29.2,ATL,WSH,4000000.0,2018,9393,2012.0,2021.0,1,0,0,0,0,0
393,Matt Diaz,34.8,ATL,NYY,1200000.0,2013,1771,2003.0,2013.0,0,0,0,0,0,0
394,Matt Holliday,36.8,STL,NYY,13000000.0,2017,1873,2004.0,2018.0,0,0,0,0,0,0
395,Matt Joyce,35.4,ATL,MIA,1500000.0,2020,3353,2008.0,2021.0,0,0,0,0,0,0
396,Matt Joyce,31.5,LAA,PIT,1000000.0,2016,3353,2008.0,2021.0,0,0,0,0,0,0
397,Matt Joyce,32.2,PIT,OAK,5500000.0,2017,3353,2008.0,2021.0,0,0,0,0,0,0
398,Matt Wieters,33.6,STL,STL,2000000.0,2020,4298,2009.0,2020.0,0,0,0,1,0,0
399,Melky Cabrera,30.3,TOR,CHW,14000000.0,2015,4022,2005.0,2019.0,0,0,0,0,0,0
400,Melky Cabrera,28.2,SF,TOR,8000000.0,2013,4022,2005.0,2019.0,0,0,0,0,0,0
401,Michael Bourn,30.1,ATL,CLE,12000000.0,2013,6387,2006.0,2016.0,0,0,0,0,0,0
402,Michael Brantley,33.7,HOU,HOU,16000000.0,2021,4106,2009.0,2021.0,0,0,0,0,0,0
403,Michael Brantley,31.6,CLE,HOU,16000000.0,2019,4106,2009.0,2021.0,0,0,0,0,0,0
404,Michael Cuddyer,32.7,MIN,COL,10500000.0,2012,1534,2001.0,2015.0,0,0,0,0,0,0
405,Michael Hermosillo,26.8,CHC,CHC,600000.0,2022,16285,2018.0,2021.0,0,0,0,0,0,0
406,Michael Taylor,29.7,WSH,KC,1750000.0,2021,11489,2014.0,2021.0,0,0,0,0,0,0
407,Miguel Montero,34.5,TOR,WSH,1300000.0,2018,3364,2006.0,2018.0,0,0,0,1,0,0
408,Miguel Tejada,38.6,BAL,KC,1100000.0,2013,941,1997.0,2013.0,0,1,0,0,0,0
409,Mike Aviles,34.8,CLE,DET,2000000.0,2016,5986,2008.0,2017.0,0,0,1,0,0,0
410,Mike Baxter,28.9,NYM,LAD,700000.0,2014,4464,2010.0,2015.0,0,0,0,0,0,0
411,Mike Morse,31.7,BAL,SF,6000000.0,2014,3035,2005.0,2017.0,0,0,0,0,0,0
412,Mike Morse,32.7,SF,MIA,8000000.0,2015,3035,2005.0,2017.0,0,0,0,0,0,0
413,Mike Moustakas,29.4,KC,KC,6500000.0,2018,4892,2011.0,2021.0,0,0,1,0,0,0
414,Mike Moustakas,30.4,MIL,MIL,10000000.0,2019,4892,2011.0,2021.0,0,0,1,0,0,0
415,Mike Moustakas,31.2,MIL,CIN,16000000.0,2020,4892,2011.0,2021.0,0,0,1,0,0,0
416,Mike Napoli,31.2,TEX,BOS,5000000.0,2013,3057,2006.0,2017.0,1,0,0,0,0,0
417,Mike Napoli,35.2,CLE,TEX,8500000.0,2017,3057,2006.0,2017.0,1,0,0,0,0,0
418,Mike Napoli,34.1,TEX,CLE,7000000.0,2016,3057,2006.0,2017.0,1,0,0,0,0,0
419,Mike Napoli,32.1,BOS,BOS,16000000.0,2014,3057,2006.0,2017.0,1,0,0,0,0,0
420,Mike Zunino,29.7,TB,TB,3000000.0,2021,13265,2013.0,2021.0,0,0,0,1,0,0
421,Mitch Moreland,35.4,SD,OAK,2250000.0,2021,3086,2010.0,2021.0,1,0,0,0,0,0
422,Mitch Moreland,32.2,BOS,BOS,6500000.0,2018,3086,2010.0,2021.0,1,0,0,0,0,0
423,Mitch Moreland,31.2,TEX,BOS,5500000.0,2017,3086,2010.0,2021.0,1,0,0,0,0,0
424,Mitch Moreland,34.3,BOS,BOS,3000000.0,2020,3086,2010.0,2021.0,1,0,0,0,0,0
425,Nate McLouth,31.1,BAL,BAL,2000000.0,2013,3190,2005.0,2014.0,0,0,0,0,0,0
426,Nate McLouth,32.1,BAL,WSH,5375000.0,2014,3190,2005.0,2014.0,0,0,0,0,0,0
427,Nate Schierholtz,30.9,WSH,TEX,1750000.0,2015,6201,2007.0,2014.0,0,0,0,0,0,0
428,Nate Schierholtz,28.8,PHI,CHC,2250000.0,2013,6201,2007.0,2014.0,0,0,0,0,0,0
429,Neil Walker,33.3,NYY,MIA,2000000.0,2019,7539,2009.0,2020.0,0,1,0,0,0,0
430,Neil Walker,32.5,MIL,NYY,4000000.0,2018,7539,2009.0,2020.0,0,1,0,0,0,0
431,Nelson Cruz,38.4,SEA,MIN,14300000.0,2019,2434,2005.0,2021.0,0,0,0,0,1,0
432,Nelson Cruz,33.6,TEX,BAL,8000000.0,2014,2434,2005.0,2021.0,0,0,0,0,1,0
433,Nelson Cruz,40.6,MIN,MIN,13000000.0,2021,2434,2005.0,2021.0,0,0,0,0,1,0
434,Nelson Cruz,34.4,BAL,SEA,14250000.0,2015,2434,2005.0,2021.0,0,0,0,0,1,0
435,Nick Castellanos,27.8,CHC,CIN,16000000.0,2020,11737,2013.0,2021.0,0,0,0,0,0,0
436,Nick Hundley,33.3,COL,SF,2000000.0,2017,3376,2008.0,2019.0,0,0,0,1,0,0
437,Nick Hundley,34.2,SF,SF,2500000.0,2018,3376,2008.0,2019.0,0,0,0,1,0,0
438,Nick Hundley,31.2,BAL,COL,3125000.0,2015,3376,2008.0,2019.0,0,0,0,1,0,0
439,Nick Markakis,35.2,ATL,ATL,6000000.0,2019,5930,2006.0,2020.0,0,0,0,0,0,0
440,Nick Markakis,31.0,BAL,ATL,11000000.0,2015,5930,2006.0,2020.0,0,0,0,0,0,0
441,Nick Punto,36.0,LAD,OAK,3000000.0,2014,1429,2001.0,2014.0,0,0,0,0,0,1
442,Nick Punto,37.1,OAK,ARI,507500.0,2015,1429,2001.0,2014.0,0,0,0,0,0,1
443,Nick Swisher,32.0,NYY,CLE,14000000.0,2013,4599,2004.0,2015.0,0,0,0,0,0,0
444,Nomar Mazara,25.8,CHW,DET,1750000.0,2021,14553,2016.0,2021.0,0,0,0,0,0,0
445,Omar Infante,31.9,DET,KC,7562500.0,2014,1609,2002.0,2016.0,0,1,0,0,0,0
446,Omar Infante,29.8,MIA,MIA,4000000.0,2012,1609,2002.0,2016.0,0,1,0,0,0,0
447,Omar Quintanilla,32.2,NYM,NYM,800000.0,2014,6335,2005.0,2014.0,0,0,0,0,0,1
448,Pablo Sandoval,28.2,SF,BOS,19000000.0,2015,5409,2008.0,2021.0,0,0,1,0,0,0
449,Paul Konerko,37.7,CHW,CHW,2500000.0,2014,242,1997.0,2014.0,1,0,0,0,0,0
450,Pedro Alvarez,29.1,PIT,BAL,5750000.0,2016,2495,2010.0,2018.0,1,0,0,0,0,0
451,Pedro Alvarez,30.1,BAL,BAL,2000000.0,2017,2495,2010.0,2018.0,1,0,0,0,0,0
452,Pedro Severino,28.3,BAL,MIL,1900000.0,2022,14523,2015.0,2021.0,0,0,0,1,0,0
453,Peter Bourjos,30.9,CHC,ATL,1000000.0,2018,2578,2010.0,2019.0,0,0,0,0,0,0
454,Placido Polanco,37.2,PHI,MIA,2750000.0,2013,1176,1998.0,2013.0,0,0,1,0,0,0
455,Prince Fielder,27.7,MIL,DET,23777778.0,2012,4613,2005.0,2016.0,0,0,0,0,1,0
456,Rafael Furcal,34.1,STL,STL,7000000.0,2012,88,2000.0,2014.0,0,0,0,0,0,1
457,Rafael Furcal,36.1,STL,MIA,3500000.0,2014,88,2000.0,2014.0,0,0,0,0,0,1
458,Rajai Davis,35.1,DET,CLE,5250000.0,2016,3708,2006.0,2019.0,0,0,0,0,0,0
459,Rajai Davis,33.1,TOR,DET,5000000.0,2014,3708,2006.0,2019.0,0,0,0,0,0,0
460,Rajai Davis,36.2,CLE,OAK,6000000.0,2017,3708,2006.0,2019.0,0,0,0,0,0,0
461,Ramon Hernandez,35.5,CIN,COL,3200000.0,2012,918,1999.0,2013.0,0,0,0,1,0,0
462,Ramon Santiago,35.4,CIN,TOR,1100000.0,2015,1417,2002.0,2014.0,0,1,0,0,0,0
463,Ramon Santiago,32.2,DET,DET,2000000.0,2012,1417,2002.0,2014.0,0,1,0,0,0,0
464,Ramon Santiago,34.3,DET,CIN,1100000.0,2014,1417,2002.0,2014.0,0,1,0,0,0,0
465,Raul Ibanez,40.5,NYY,SEA,2750000.0,2013,607,1996.0,2014.0,0,0,0,0,1,0
466,Raul Ibanez,41.5,SEA,LAA,2750000.0,2014,607,1996.0,2014.0,0,0,0,0,1,0
467,Raul Ibanez,39.7,PHI,NYY,1100000.0,2012,607,1996.0,2014.0,0,0,0,0,1,0
468,Reed Johnson,35.0,CHC,CHC,1150000.0,2012,1702,2003.0,2015.0,0,0,0,0,0,0
469,Reed Johnson,37.1,ATL,MIA,1000000.0,2014,1702,2003.0,2015.0,0,0,0,0,0,0
470,Reed Johnson,35.9,ATL,ATL,1750000.0,2013,1702,2003.0,2015.0,0,0,0,0,0,0
471,Rene Rivera,34.4,CHC,LAA,2800000.0,2018,3648,2004.0,2021.0,0,0,0,1,0,0
472,Rick Ankiel,32.5,WSH,WSH,1250000.0,2012,1142,1999.0,2013.0,0,0,0,0,0,0
473,Rickie Weeks,32.3,MIL,SEA,2000000.0,2015,1849,2003.0,2017.0,1,0,0,0,0,0
474,Robbie Grossman,29.3,MIN,OAK,2000000.0,2019,5254,2013.0,2021.0,0,0,0,0,0,0
475,Robbie Grossman,31.2,OAK,DET,5000000.0,2021,5254,2013.0,2021.0,0,0,0,0,0,0
476,Robert Andino,28.6,SEA,SEA,1600000.0,2013,4900,2005.0,2016.0,0,0,0,0,0,0
477,Roberto Perez,32.9,CLE,PIT,5000000.0,2022,2900,2014.0,2021.0,0,0,0,1,0,0
478,Robinson Cano,31.1,NYY,SEA,24000000.0,2014,3269,2005.0,2020.0,0,1,0,0,0,0
479,Robinson Chirinos,34.4,TEX,HOU,5750000.0,2019,3142,2011.0,2021.0,0,0,0,1,0,0
480,Robinson Chirinos,35.6,HOU,TEX,6750000.0,2020,3142,2011.0,2021.0,0,0,0,1,0,0
481,Rod Barajas,36.2,LAD,PIT,4000000.0,2012,45,1999.0,2012.0,0,0,0,1,0,0
482,Rod Barajas,37.4,PIT,ARI,8000000.0,2013,45,1999.0,2012.0,0,0,0,1,0,0
483,Roger Bernadina,31.6,COL,NYM,750000.0,2016,6421,2008.0,2014.0,0,0,0,0,0,0
484,Ronny Cedeno,28.9,PIT,NYM,1150000.0,2012,2179,2005.0,2014.0,0,0,0,0,0,1
485,Ronny Cedeno,29.9,NYM,STL,1150000.0,2013,2179,2005.0,2014.0,0,0,0,0,0,1
486,Ronny Paulino,30.8,NYM,BAL,1000000.0,2012,2129,2005.0,2012.0,0,0,0,1,0,0
487,Ruben Tejada,26.3,NYM,STL,1500000.0,2016,5519,2010.0,2019.0,0,0,0,0,0,1
488,Russell Martin,31.8,PIT,TOR,16400000.0,2015,4616,2006.0,2019.0,0,0,0,1,0,0
489,Russell Martin,29.8,NYY,PIT,8500000.0,2013,4616,2006.0,2019.0,0,0,0,1,0,0
490,Ryan Flaherty,31.6,PHI,ATL,750000.0,2018,7888,2012.0,2019.0,0,0,1,0,0,0
491,Ryan Kalish,25.8,BOS,CHC,550000.0,2014,6962,2010.0,2016.0,0,0,0,0,0,0
492,Ryan Ludwick,36.5,CIN,TEX,1750000.0,2015,1260,2002.0,2014.0,0,0,0,0,0,0
493,Ryan Ludwick,34.3,CIN,CIN,7500000.0,2013,1260,2002.0,2014.0,0,0,0,0,0,0
494,Ryan Ludwick,33.5,PIT,CIN,3000000.0,2012,1260,2002.0,2014.0,0,0,0,0,0,0
495,Ryan Raburn,34.8,CLE,CLE,1500000.0,2016,2218,2004.0,2017.0,0,0,0,0,0,0
496,Ryan Raburn,31.8,DET,CLE,1000000.0,2013,2218,2004.0,2017.0,0,0,0,0,0,0
497,Ryan Theriot,31.0,STL,SF,3300000.0,2012,3811,2005.0,2012.0,0,1,0,0,0,0
498,Ryan Zimmerman,36.2,WSH,WSH,1000000.0,2021,4220,2005.0,2021.0,1,0,0,0,0,0
499,Ryan Zimmerman,35.2,WSH,WSH,2000000.0,2020,4220,2005.0,2021.0,1,0,0,0,0,0
500,Ryon Healy,27.9,SEA,MIL,1000000.0,2020,15447,2016.0,2020.0,1,0,0,0,0,0
501,Sam Fuld,32.2,TB,OAK,800000.0,2014,8254,2007.0,2015.0,0,0,0,0,0,0
502,Scott Hairston,31.6,NYM,NYM,1100000.0,2012,1926,2004.0,2014.0,0,0,0,0,0,0
503,Scott Hairston,32.6,NYM,CHC,2500000.0,2013,1926,2004.0,2014.0,0,0,0,0,0,0
504,Scott Heineman,27.9,TEX,TEX,595000.0,2021,14453,2019.0,2021.0,0,0,0,0,0,0
505,Sean Rodriguez,31.5,PIT,ATL,5750000.0,2017,6589,2008.0,2020.0,0,1,0,0,0,0
506,Sean Rodriguez,30.6,PIT,PIT,2500000.0,2016,6589,2008.0,2020.0,0,1,0,0,0,0
507,Shane Robinson,30.1,STL,MIN,550000.0,2015,4249,2009.0,2018.0,0,0,0,0,0,0
508,Shane Victorino,32.0,LAD,BOS,13000000.0,2013,1677,2003.0,2015.0,0,0,0,0,0,0
509,Shane Victorino,35.2,LAA,CHC,1000000.0,2016,1677,2003.0,2015.0,0,0,0,0,0,0
510,Shin-Soo Choo,31.4,CIN,TEX,18571429.0,2014,3174,2005.0,2020.0,0,0,0,0,1,0
511,Skip Schumaker,33.8,LAD,CIN,2500000.0,2014,3704,2005.0,2015.0,0,0,0,0,0,0
512,Skip Schumaker,36.0,CIN,SD,1250000.0,2016,3704,2005.0,2015.0,0,0,0,0,0,0
513,Starlin Castro,29.8,MIA,WSH,6000000.0,2020,4579,2010.0,2021.0,0,1,0,0,0,0
514,Starling Marte,33.1,OAK,NYM,19500000.0,2022,9241,2012.0,2021.0,0,0,0,0,0,0
515,Stephen Drew,31.8,NYY,NYY,5000000.0,2015,4251,2006.0,2017.0,0,1,0,0,0,0
516,Stephen Drew,32.8,NYY,WSH,3000000.0,2016,4251,2006.0,2017.0,0,1,0,0,0,0
517,Stephen Drew,33.8,WSH,WSH,3500000.0,2017,4251,2006.0,2017.0,0,1,0,0,0,0
518,Stephen Drew,29.8,OAK,BOS,9500000.0,2013,4251,2006.0,2017.0,0,1,0,0,0,0
519,Stephen Drew,31.2,BOS,BOS,10093443.0,2014,4251,2006.0,2017.0,0,1,0,0,0,0
520,Stephen Vogt,35.0,SF,ARI,3000000.0,2020,5000,2012.0,2021.0,0,0,0,1,0,0
521,Steven Souza,30.8,ARI,CHC,1000000.0,2020,5667,2014.0,2021.0,0,0,0,0,0,0
522,Taylor Teagarden,30.0,BAL,NYM,725000.0,2014,5199,2008.0,2015.0,0,0,0,1,0,0
523,Tim Beckham,28.9,BAL,SEA,1750000.0,2019,7949,2013.0,2019.0,0,0,1,0,0,0
524,Todd Frazier,33.9,NYM,TEX,5000000.0,2020,785,2011.0,2021.0,0,0,1,0,0,0
525,Todd Frazier,31.9,NYY,NYM,8500000.0,2018,785,2011.0,2021.0,0,0,1,0,0,0
526,Torii Hunter,37.2,LAA,DET,13000000.0,2013,731,1997.0,2015.0,0,0,0,0,0,0
527,Torii Hunter,39.3,DET,MIN,10500000.0,2015,731,1997.0,2015.0,0,0,0,0,0,0
528,Travis Hafner,35.6,CLE,NYY,2000000.0,2013,1573,2002.0,2013.0,0,0,0,0,1,0
529,Travis Ishikawa,32.3,PIT,CHW,900000.0,2016,4793,2006.0,2015.0,1,0,0,0,0,0
530,Travis Shaw,29.7,MIL,TOR,4000000.0,2020,11982,2015.0,2021.0,1,0,0,0,0,0
531,Travis d'Arnaud,30.8,TB,ATL,8000000.0,2020,7739,2013.0,2021.0,0,0,0,1,0,0
532,Trevor Plouffe,30.5,MIN,OAK,5250000.0,2017,7462,2010.0,2018.0,0,0,1,0,0,0
533,Troy Tulowitzki,34.2,TOR,NYY,555000.0,2019,3531,2006.0,2019.0,0,0,0,0,0,1
534,Ty Wigginton,35.2,PHI,STL,2500000.0,2013,1491,2002.0,2013.0,0,0,1,0,0,0
535,Tyler Flowers,29.8,CHW,ATL,2650000.0,2016,9134,2009.0,2020.0,0,0,0,1,0,0
536,Welington Castillo,30.6,BAL,CHW,7500000.0,2018,3256,2010.0,2019.0,0,0,0,1,0,0
537,Welington Castillo,29.6,ARI,BAL,6500000.0,2017,3256,2010.0,2019.0,0,0,0,1,0,0
538,Wil Nieves,36.2,ARI,PHI,1125000.0,2014,1556,2002.0,2015.0,0,0,0,1,0,0
539,Wil Nieves,35.2,ARI,ARI,800000.0,2013,1556,2002.0,2015.0,0,0,0,1,0,0
540,Wil Nieves,37.3,PHI,SD,850000.0,2015,1556,2002.0,2015.0,0,0,0,1,0,0
541,Will Middlebrooks,27.2,SD,MIL,1200000.0,2016,7002,2012.0,2017.0,0,0,1,0,0,0
542,Willie Bloomquist,33.9,ARI,ARI,1900000.0,2012,1066,2002.0,2015.0,0,1,0,0,0,0
543,Willie Bloomquist,36.0,ARI,SEA,2900000.0,2014,1066,2002.0,2015.0,0,1,0,0,0,0
544,Willie Harris,33.6,NYM,CIN,800000.0,2012,236,2001.0,2012.0,0,0,0,0,0,0
545,Wilmer Flores,27.4,NYM,ARI,4250000.0,2019,5827,2013.0,2021.0,1,0,0,0,0,0
546,Wilmer Flores,28.4,ARI,SF,3125000.0,2020,5827,2013.0,2021.0,1,0,0,0,0,0
