,name,position,age,from_team,to_tam,contract_length,total_salary,avg_salary,year,spotracID,spotracLink
470,John Baker,C,33.0,LAD,CHC,1,875000,875000,2014,5249,https://www.spotrac.com/redirect/player/5249/
471,John McDonald,SS,39.2,BOS,LAA,1,850000,850000,2014,910,https://www.spotrac.com/redirect/player/910/
472,Zach Duke,RP,30.7,CIN,MIL,1,850000,850000,2014,695,https://www.spotrac.com/redirect/player/695/
473,J.C. Gutiérrez,RP,30.5,LAA,SF,1,850000,850000,2014,13535,https://www.spotrac.com/redirect/player/13535/
474,Rich Hill,SP,33.8,CLE,BOS,1,840000,840000,2014,145,https://www.spotrac.com/redirect/player/145/
475,Sam Fuld,CF,32.2,TB,OAK,1,800000,800000,2014,7659,https://www.spotrac.com/redirect/player/7659/
476,Brennan Boesch,RF,28.8,NYY,LAA,1,800000,800000,2014,7382,https://www.spotrac.com/redirect/player/7382/
477,Omar Quintanilla,SS,32.2,NYM,NYM,1,800000,800000,2014,267,https://www.spotrac.com/redirect/player/267/
478,Chris Coghlan,LF,28.5,MIA,CHC,1,800000,800000,2014,5252,https://www.spotrac.com/redirect/player/5252/
479,Scott Atchison,RP,37.8,NYM,CLE,1,800000,800000,2014,7250,https://www.spotrac.com/redirect/player/7250/
480,Xavier Nady,1B,35.1,COL,SD,1,775000,775000,2014,708,https://www.spotrac.com/redirect/player/708/
481,Grady Sizemore,RF,31.4,CLE,BOS,1,750000,750000,2014,361,https://www.spotrac.com/redirect/player/361/
482,Chad Gaudin,SP,30.8,SF,PHI,1,750000,750000,2014,619,https://www.spotrac.com/redirect/player/619/
483,Adam Rosales,2B,30.4,OAK,TEX,1,750000,750000,2014,5218,https://www.spotrac.com/redirect/player/5218/
484,Taylor Teagarden,C,30.0,BAL,NYM,1,725000,725000,2014,5395,https://www.spotrac.com/redirect/player/5395/
485,Daniel Hudson,RP,26.8,ARI,ARI,1,700000,700000,2014,7221,https://www.spotrac.com/redirect/player/7221/
486,Mike Baxter,LF,28.9,NYM,LAD,1,700000,700000,2014,7655,https://www.spotrac.com/redirect/player/7655/
487,Ryan Kalish,LF,25.8,BOS,CHC,1,550000,550000,2014,7254,https://www.spotrac.com/redirect/player/7254/
488,Francisco Peguero,RF,25.5,SF,BAL,1,550000,550000,2014,11492,https://www.spotrac.com/redirect/player/11492/
489,A.J. Pierzynski,C,37.5,BOS,STL,1,500000,500000,2014,188,https://www.spotrac.com/redirect/player/188/
490,Tony Sipp,RP,30.5,ARI,SD,1,500000,500000,2014,5224,https://www.spotrac.com/redirect/player/5224/
491,Zach Putnam,RP,26.5,CHC,CHW,1,500000,500000,2014,8506,https://www.spotrac.com/redirect/player/8506/
492,Dylan Axelrod,RP,28.4,CHW,CHW,1,500000,500000,2014,8494,https://www.spotrac.com/redirect/player/8494/
493,Jim Johnson,RP,31.1,OAK,DET,1,,,2014,5180,https://www.spotrac.com/redirect/player/5180/
494,Clayton Richard,RP,30.8,SD,ARI,-,,,2014,5206,https://www.spotrac.com/redirect/player/5206/
495,John Buck,C,34.0,SEA,LAA,1,,,2014,395,https://www.spotrac.com/redirect/player/395/
496,Jose Veras,RP,33.6,CHC,HOU,1,,,2014,5307,https://www.spotrac.com/redirect/player/5307/
497,Andres Torres,CF,36.3,SF,BOS,1,,,2014,5357,https://www.spotrac.com/redirect/player/5357/
498,Miguel Tejada,2B,39.9,KC,MIA,1,,,2014,386,https://www.spotrac.com/redirect/player/386/
499,Kyle Farnsworth,RP,38.1,NYM,HOU,1,,,2014,581,https://www.spotrac.com/redirect/player/581/
500,Heath Bell,RP,36.6,TB,BAL,1,,,2014,661,https://www.spotrac.com/redirect/player/661/
501,Rafael Betancourt,RP,38.9,COL,COL,1,,,2014,238,https://www.spotrac.com/redirect/player/238/
502,Jeremy Jeffress,RP,26.5,TOR,MIL,1,,,2014,7419,https://www.spotrac.com/redirect/player/7419/
503,Frank Francisco,RP,34.6,NYM,CHW,1,,,2014,5399,https://www.spotrac.com/redirect/player/5399/
504,Tommy Hanson,SP,27.6,TEX,CHW,1,,,2014,7229,https://www.spotrac.com/redirect/player/7229/
505,Bobby Abreu,LF,40.0,PHI,NYM,1,,,2014,570,https://www.spotrac.com/redirect/player/570/
506,Joe Blanton,RP,33.2,LAA,OAK,1,,,2014,602,https://www.spotrac.com/redirect/player/602/
507,Endy Chavez,LF,36.1,SEA,SEA,1,,,2014,546,https://www.spotrac.com/redirect/player/546/
508,David Aardsma,RP,32.2,CLE,STL,1,,,2014,79,https://www.spotrac.com/redirect/player/79/
509,Rob Johnson,C,40.8,STL,SD,1,,,2014,5366,https://www.spotrac.com/redirect/player/5366/
510,Koyie Hill,C,34.8,MIA,WSH,1,,,2014,5198,https://www.spotrac.com/redirect/player/5198/
511,Chang-yong Lim,RP,37.6,CHC,CHC,1,,,2014,11716,https://www.spotrac.com/redirect/player/11716/
512,Daniel Bard,RP,28.6,CHC,TEX,1,,,2014,5185,https://www.spotrac.com/redirect/player/5185/
513,Nick Massett,RP,31.7,CIN,COL,1,,,2014,185,https://www.spotrac.com/redirect/player/185/
514,Wilson Betemit,3B,32.2,BAL,TB,1,,,2014,572,https://www.spotrac.com/redirect/player/572/
515,Manny Corpas,RP,31.1,COL,COL,1,,,2014,253,https://www.spotrac.com/redirect/player/253/
516,Chad Tracy,1B,33.7,WSH,BAL,1,,,2014,128,https://www.spotrac.com/redirect/player/128/
517,Jeremy Hermida,RF,29.9,CLE,MIL,1,,,2014,322,https://www.spotrac.com/redirect/player/322/
518,Ryan Roberts,2B,33.3,TB,CHC,1,,,2014,5169,https://www.spotrac.com/redirect/player/5169/
519,Aaron Cunningham,LF,27.8,TEX,CHC,1,,,2014,5323,https://www.spotrac.com/redirect/player/5323/
520,Chris Valaika,2B,28.4,MIA,CHC,1,,,2014,7291,https://www.spotrac.com/redirect/player/7291/
521,Eli Whiteside,C,34.2,TEX,CHC,1,,,2014,7514,https://www.spotrac.com/redirect/player/7514/
522,Mike Fontenot,2B,33.6,TB,WSH,1,,,2014,139,https://www.spotrac.com/redirect/player/139/
523,Ty Wigginton,3B,36.2,STL,MIA,1,,,2014,390,https://www.spotrac.com/redirect/player/390/
524,Mark Rogers,RP,27.9,MIL,SEA,1,,,2014,7372,https://www.spotrac.com/redirect/player/7372/
525,Shelley Duncan,LF,34.2,TB,ARI,1,,,2014,579,https://www.spotrac.com/redirect/player/579/
526,Lars Anderson,1B,26.2,TOR,CHC,1,,,2014,7249,https://www.spotrac.com/redirect/player/7249/
527,Scott Cousins,RF,29.0,LAA,BOS,1,,,2014,7396,https://www.spotrac.com/redirect/player/7396/
528,Jon Rauch,RP,5.7,BAL,KC,1,,,2014,928,https://www.spotrac.com/redirect/player/928/
529,Aaron Laffey,RP,28.8,LAD,BAL,1,,,2014,350,https://www.spotrac.com/redirect/player/350/
530,Chris Getz,2B,30.3,KC,TOR,1,,,2014,5208,https://www.spotrac.com/redirect/player/5208/
531,Ronny Cedeno,SS,30.9,SD,PHI,1,,,2014,134,https://www.spotrac.com/redirect/player/134/
532,Brian Omogrosso,RP,29.7,CHW,CHW,1,,,2014,11008,https://www.spotrac.com/redirect/player/11008/
533,Kameron Loe,RP,32.3,ATL,SF,1,,,2014,7208,https://www.spotrac.com/redirect/player/7208/
534,Jeff Francis,SP,33.0,COL,CIN,1,,,2014,254,https://www.spotrac.com/redirect/player/254/
535,Sandy Rosario,RP,28.3,SF,SF,1,,,2014,7408,https://www.spotrac.com/redirect/player/7408/
536,Cesar Izturis,SS,33.9,CIN,HOU,1,,,2014,782,https://www.spotrac.com/redirect/player/782/
537,Scott Sizemore,2B,29.0,OAK,NYY,1,,,2014,7387,https://www.spotrac.com/redirect/player/7387/
538,Zach Braddock,RP,26.3,BAL,SD,1,,,2014,7364,https://www.spotrac.com/redirect/player/7364/
539,Robert Coello,RP,29.1,LAA,NYY,1,,,2014,7252,https://www.spotrac.com/redirect/player/7252/
540,Jamey Carroll,2B,39.8,KC,WSH,1,,,2014,244,https://www.spotrac.com/redirect/player/244/
541,Xavier Paul,LF,28.8,CIN,BAL,1,,,2014,5280,https://www.spotrac.com/redirect/player/5280/
542,Chris Snyder,C,32.8,BAL,WSH,1,,,2014,127,https://www.spotrac.com/redirect/player/127/
543,Tsuyoshi Wada,SP,32.8,BAL,CHC,1,,,2014,8546,https://www.spotrac.com/redirect/player/8546/
544,Jordany Valdespin,2B,25.9,NYM,MIA,1,,,2014,9163,https://www.spotrac.com/redirect/player/9163/
545,Jonathan Sanchez,SP,31.1,PIT,CHC,1,,,2014,734,https://www.spotrac.com/redirect/player/734/
546,Lou Marson,C,27.4,CLE,PHI,1,,,2014,7301,https://www.spotrac.com/redirect/player/7301/
547,Josh Bell,3B,27.1,ARI,LAD,1,,,2014,7238,https://www.spotrac.com/redirect/player/7238/
548,Tyler Cloyd,RP,26.5,CLE,CLE,1,,,2014,11511,https://www.spotrac.com/redirect/player/11511/
549,Matt Carson,LF,32.4,CLE,CLE,1,,,2014,11555,https://www.spotrac.com/redirect/player/11555/
550,Henry Blanco,C,42.2,SEA,ARI,1,,,2014,133,https://www.spotrac.com/redirect/player/133/
551,Brent Lillibridge,LF,30.2,NYY,TEX,1,,,2014,5209,https://www.spotrac.com/redirect/player/5209/
552,Yunesky Maya,RP,32.2,WSH,ATL,1,,,2014,7547,https://www.spotrac.com/redirect/player/7547/
553,Jairo Asencio,RP,30.5,BAL,CHW,1,,,2014,8631,https://www.spotrac.com/redirect/player/8631/
554,Wade LeBlanc,SP,29.2,HOU,LAA,1,,,2014,7506,https://www.spotrac.com/redirect/player/7506/
555,J.C. Boscan,C,33.8,CHC,LAD,1,,,2014,7356,https://www.spotrac.com/redirect/player/7356/
556,Max Scherzer,SP,30.4,DET,WSH,7,210000000,30000000,2015,5166,https://www.spotrac.com/redirect/player/5166/
557,Jon Lester,SP,30.9,OAK,CHC,6,155000000,25833333,2015,93,https://www.spotrac.com/redirect/player/93/
558,Pablo Sandoval,3B,28.2,SF,BOS,5,95000000,19000000,2015,5355,https://www.spotrac.com/redirect/player/5355/
559,Hanley Ramirez,1B,30.9,LAD,BOS,4,88000000,22000000,2015,337,https://www.spotrac.com/redirect/player/337/
560,Russell Martin,C,31.8,PIT,TOR,5,82000000,16400000,2015,477,https://www.spotrac.com/redirect/player/477/
561,James Shields,SP,33.1,KC,SD,4,75000000,18750000,2015,839,https://www.spotrac.com/redirect/player/839/
562,Nelson Cruz,DH,34.4,BAL,SEA,4,57000000,14250000,2015,5398,https://www.spotrac.com/redirect/player/5398/
563,Ervin Santana,SP,31.9,ATL,MIN,4,55000000,13750000,2015,450,https://www.spotrac.com/redirect/player/450/
564,Chase Headley,3B,30.6,NYY,NYY,4,52000000,13000000,2015,5345,https://www.spotrac.com/redirect/player/5345/
565,Brandon McCarthy,SP,31.4,NYY,LAD,4,48000000,12000000,2015,890,https://www.spotrac.com/redirect/player/890/
566,David Robertson,RP,29.7,NYY,CHW,4,46000000,11500000,2015,7466,https://www.spotrac.com/redirect/player/7466/
567,Nick Markakis,RF,31.0,BAL,ATL,4,44000000,11000000,2015,64,https://www.spotrac.com/redirect/player/64/
568,Melky Cabrera,LF,30.3,TOR,CHW,3,42000000,14000000,2015,575,https://www.spotrac.com/redirect/player/575/
569,Francisco Liriano,RP,31.1,PIT,PIT,3,39000000,13000000,2015,5289,https://www.spotrac.com/redirect/player/5289/
570,Andrew Miller,RP,29.5,BAL,NYY,4,36000000,9000000,2015,329,https://www.spotrac.com/redirect/player/329/
571,Billy Butler,DH,28.6,KC,OAK,3,30000000,10000000,2015,396,https://www.spotrac.com/redirect/player/396/
572,Adam LaRoche,DH,35.0,WSH,CHW,2,25000000,12500000,2015,700,https://www.spotrac.com/redirect/player/700/
573,Jake Peavy,RP,33.5,SF,SF,2,24000000,12000000,2015,683,https://www.spotrac.com/redirect/player/683/
574,Jed Lowrie,2B,30.6,OAK,HOU,3,23000000,7666667,2015,5192,https://www.spotrac.com/redirect/player/5192/
575,Edinson Volquez,RP,31.4,PIT,KC,2,20000000,10000000,2015,227,https://www.spotrac.com/redirect/player/227/
576,Jason Hammel,RP,32.2,OAK,CHC,2,20000000,10000000,2015,832,https://www.spotrac.com/redirect/player/832/
577,Luke Gregerson,RP,30.5,OAK,HOU,3,18500000,6166667,2015,5339,https://www.spotrac.com/redirect/player/5339/
578,Kendrys Morales,DH,31.4,SEA,KC,2,17000000,8500000,2015,5271,https://www.spotrac.com/redirect/player/5271/
579,Mike Morse,LF,32.7,SF,MIA,2,16000000,8000000,2015,7548,https://www.spotrac.com/redirect/player/7548/
580,Sergio Romo,RP,31.8,SF,SF,2,15000000,7500000,2015,5359,https://www.spotrac.com/redirect/player/5359/
581,Zach Duke,RP,31.5,MIL,CHW,3,15000000,5000000,2015,695,https://www.spotrac.com/redirect/player/695/
582,Francisco Rodriguez,RP,33.1,MIL,MIL,2,13000000,6500000,2015,449,https://www.spotrac.com/redirect/player/449/
583,Pat Neshek,RP,34.2,STL,HOU,2,12500000,6250000,2015,531,https://www.spotrac.com/redirect/player/531/
584,Alex Rios,RF,33.8,TEX,KC,1,11000000,11000000,2015,913,https://www.spotrac.com/redirect/player/913/
585,Torii Hunter,RF,39.3,DET,MIN,1,10500000,10500000,2015,437,https://www.spotrac.com/redirect/player/437/
586,Brett Anderson,SP,26.8,COL,LAD,1,10000000,10000000,2015,5313,https://www.spotrac.com/redirect/player/5313/
587,Luke Hochevar,RP,31.2,KC,KC,2,10000000,5000000,2015,410,https://www.spotrac.com/redirect/player/410/
588,Kris Medlen,SP,29.2,ATL,KC,2,8500000,4250000,2015,7234,https://www.spotrac.com/redirect/player/7234/
589,A.J. Burnett,SP,37.8,PHI,PIT,1,8500000,8500000,2015,894,https://www.spotrac.com/redirect/player/894/
590,Colby Rasmus,LF,28.4,TOR,HOU,1,8000000,8000000,2015,5378,https://www.spotrac.com/redirect/player/5378/
591,Jason Grilli,RP,38.1,LAA,ATL,2,8000000,4000000,2015,288,https://www.spotrac.com/redirect/player/288/
592,Asdrubal Cabrera,2B,29.1,WSH,TB,1,7500000,7500000,2015,242,https://www.spotrac.com/redirect/player/242/
593,Kevin Correia,SP,34.8,SF,PHI,1,6500000,6500000,2015,721,https://www.spotrac.com/redirect/player/721/
594,Nick Hundley,C,31.2,BAL,COL,2,6250000,3125000,2015,5342,https://www.spotrac.com/redirect/player/5342/
595,Kyle Kendrick,SP,30.4,PHI,COL,1,5500000,5500000,2015,642,https://www.spotrac.com/redirect/player/642/
596,Casey Janssen,RP,33.3,TOR,WSH,1,5000000,5000000,2015,919,https://www.spotrac.com/redirect/player/919/
597,Stephen Drew,2B,31.8,NYY,NYY,1,5000000,5000000,2015,428,https://www.spotrac.com/redirect/player/428/
598,Aaron Harang,SP,36.6,ATL,PHI,1,5000000,5000000,2015,216,https://www.spotrac.com/redirect/player/216/
599,David Ross,C,37.8,BOS,CHC,2,5000000,2500000,2015,5175,https://www.spotrac.com/redirect/player/5175/
600,Chris Capuano,RP,36.2,NYY,NYY,1,5000000,5000000,2015,489,https://www.spotrac.com/redirect/player/489/
601,Jason Motte,RP,32.4,STL,CHC,1,4500000,4500000,2015,5373,https://www.spotrac.com/redirect/player/5373/
602,Jonny Gomes,LF,34.2,OAK,ATL,1,4000000,4000000,2015,7025,https://www.spotrac.com/redirect/player/7025/
603,Ryan Vogelsong,SP,37.5,SF,SF,1,4000000,4000000,2015,8742,https://www.spotrac.com/redirect/player/8742/
604,Emilio Bonifacio,CF,29.7,ATL,CHW,1,4000000,4000000,2015,5250,https://www.spotrac.com/redirect/player/5250/
605,Gavin Floyd,RP,31.8,ATL,CLE,1,4000000,4000000,2015,177,https://www.spotrac.com/redirect/player/177/
606,Colby Lewis,SP,35.3,TEX,TEX,1,4000000,4000000,2015,6464,https://www.spotrac.com/redirect/player/6464/
607,Daniel Descalso,2B,28.1,STL,COL,2,3600000,1800000,2015,7375,https://www.spotrac.com/redirect/player/7375/
608,Matt Belisle,RP,34.4,COL,STL,1,3500000,3500000,2015,201,https://www.spotrac.com/redirect/player/201/
609,Neal Cotts,RP,34.8,TEX,MIL,1,3000000,3000000,2015,135,https://www.spotrac.com/redirect/player/135/
610,Alberto Callaspo,3B,31.6,OAK,ATL,1,3000000,3000000,2015,397,https://www.spotrac.com/redirect/player/397/
611,Brandon Beachy,SP,28.4,ATL,LAD,1,2750000,2750000,2015,7227,https://www.spotrac.com/redirect/player/7227/
612,Roberto Hernandez,RP,34.4,LAA,HOU,1,2600000,2600000,2015,243,https://www.spotrac.com/redirect/player/243/
613,John Axford,RP,31.8,PIT,COL,1,2600000,2600000,2015,7363,https://www.spotrac.com/redirect/player/7363/
614,Chris Denorfia,RF,34.4,SEA,CHC,1,2600000,2600000,2015,612,https://www.spotrac.com/redirect/player/612/
615,Johan Santana,SP,35.9,BAL,TOR,1,2500000,2500000,2015,561,https://www.spotrac.com/redirect/player/561/
616,Burke Badenhop,RP,31.9,BOS,CIN,1,2500000,2500000,2015,5242,https://www.spotrac.com/redirect/player/5242/
617,Corey Hart,RF,32.7,SEA,PIT,1,2500000,2500000,2015,499,https://www.spotrac.com/redirect/player/499/
618,Brandon Morrow,RP,30.3,TOR,SD,1,2500000,2500000,2015,5361,https://www.spotrac.com/redirect/player/5361/
619,Phil Coke,RP,32.6,DET,CHC,1,2250000,2250000,2015,5304,https://www.spotrac.com/redirect/player/5304/
620,Delmon Young,LF,29.2,BAL,BAL,1,2250000,2250000,2015,538,https://www.spotrac.com/redirect/player/538/
621,Tim Stauffer,RP,32.5,SD,MIN,1,2200000,2200000,2015,7184,https://www.spotrac.com/redirect/player/7184/
622,Jared Burton,RP,33.7,MIN,NYY,1,2000000,2000000,2015,203,https://www.spotrac.com/redirect/player/203/
623,Rickie Weeks,1B,32.3,MIL,SEA,1,2000000,2000000,2015,513,https://www.spotrac.com/redirect/player/513/
624,Carlos Villanueva,RP,31.2,CHC,STL,1,2000000,2000000,2015,512,https://www.spotrac.com/redirect/player/512/
625,Eric Stults,SP,35.1,SD,ATL,1,2000000,2000000,2015,12052,https://www.spotrac.com/redirect/player/12052/
626,Gordon Beckham,2B,28.3,LAA,CHW,1,2000000,2000000,2015,7272,https://www.spotrac.com/redirect/player/7272/
627,Ichiro Suzuki,LF,41.2,NYY,MIA,1,2000000,2000000,2015,768,https://www.spotrac.com/redirect/player/768/
628,A.J. Pierzynski,C,37.9,STL,ATL,1,2000000,2000000,2015,188,https://www.spotrac.com/redirect/player/188/
629,Craig Breslow,RP,34.3,BOS,BOS,1,2000000,2000000,2015,5287,https://www.spotrac.com/redirect/player/5287/
630,Mark Reynolds,3B,31.3,MIL,STL,1,2000000,2000000,2015,124,https://www.spotrac.com/redirect/player/124/
631,Franklin Morales,RP,29.0,COL,KC,1,1850000,1850000,2015,264,https://www.spotrac.com/redirect/player/264/
632,Nate Schierholtz,RF,30.9,WSH,TEX,1,1750000,1750000,2015,5356,https://www.spotrac.com/redirect/player/5356/
633,Ryan Ludwick,LF,36.5,CIN,TEX,1,1750000,1750000,2015,789,https://www.spotrac.com/redirect/player/789/
634,Jim Johnson,RP,31.4,DET,ATL,1,1600000,1600000,2015,5180,https://www.spotrac.com/redirect/player/5180/
635,Joe Beimel,RP,37.8,SEA,TEX,1,1500000,1500000,2015,458,https://www.spotrac.com/redirect/player/458/
636,Matt Albers,RP,32.0,HOU,CHW,1,1500000,1500000,2015,44,https://www.spotrac.com/redirect/player/44/
637,Kevin Gregg,RP,36.6,MIA,CIN,1,1500000,1500000,2015,320,https://www.spotrac.com/redirect/player/320/
638,Chris Perez,RP,29.6,LAD,MIL,1,1500000,1500000,2015,5374,https://www.spotrac.com/redirect/player/5374/
639,Alexi Ogando,RP,31.2,TEX,BOS,1,1500000,1500000,2015,7561,https://www.spotrac.com/redirect/player/7561/
640,Scott Baker,SP,33.3,TEX,NYY,1,1500000,1500000,2015,514,https://www.spotrac.com/redirect/player/514/
641,Chad Billingsley,SP,30.5,LAD,PHI,1,1500000,1500000,2015,460,https://www.spotrac.com/redirect/player/460/
642,Geovany Soto,C,32.0,OAK,CHW,1,1500000,1500000,2015,161,https://www.spotrac.com/redirect/player/161/
643,Kelly Johnson,2B,32.9,BAL,ATL,1,1500000,1500000,2015,23,https://www.spotrac.com/redirect/player/23/
644,Clint Barmes,SS,35.7,PIT,SD,1,1500000,1500000,2015,249,https://www.spotrac.com/redirect/player/249/
645,John Mayberry Jr.,RF,30.9,TOR,NYM,1,1450000,1450000,2015,7475,https://www.spotrac.com/redirect/player/7475/
646,Don Kelly,CF,34.9,DET,MIA,1,1250000,1250000,2015,7384,https://www.spotrac.com/redirect/player/7384/
647,Ramon Santiago,2B,35.4,CIN,TOR,1,1100000,1100000,2015,305,https://www.spotrac.com/redirect/player/305/
648,Joba Chamberlain,RP,29.4,DET,DET,1,1000000,1000000,2015,577,https://www.spotrac.com/redirect/player/577/
649,Matt Lindstrom,RP,35.0,CHW,LAA,1,1000000,1000000,2015,326,https://www.spotrac.com/redirect/player/326/
650,Jamey Wright,RP,40.1,LAD,TEX,1,1000000,1000000,2015,875,https://www.spotrac.com/redirect/player/875/
651,Joe Thatcher,RP,33.3,LAA,HOU,1,1000000,1000000,2015,687,https://www.spotrac.com/redirect/player/687/
652,Eric Young Jr.,CF,29.7,NYM,ATL,1,1000000,1000000,2015,7316,https://www.spotrac.com/redirect/player/7316/
653,Gerald Laird,C,35.2,ATL,ARI,1,1000000,1000000,2015,5236,https://www.spotrac.com/redirect/player/5236/
654,Rafael Betancourt,RP,39.8,COL,COL,1,1000000,1000000,2015,238,https://www.spotrac.com/redirect/player/238/
655,Nick Massett,RP,32.6,COL,MIA,1,1000000,1000000,2015,185,https://www.spotrac.com/redirect/player/185/
656,Josh Johnson,SP,30.9,SD,SD,1,1000000,1000000,2015,324,https://www.spotrac.com/redirect/player/324/
657,Tom Gorzelanny,RP,32.4,MIL,DET,1,1000000,1000000,2015,698,https://www.spotrac.com/redirect/player/698/
658,Heath Bell,RP,37.2,NYY,WSH,1,1000000,1000000,2015,661,https://www.spotrac.com/redirect/player/661/
659,Kyle Blanks,LF,28.2,OAK,TEX,1,1000000,1000000,2015,7500,https://www.spotrac.com/redirect/player/7500/
660,Kyuji Fujikawa,RP,34.3,CHC,TEX,1,1000000,1000000,2015,11691,https://www.spotrac.com/redirect/player/11691/
661,Justin Maxwell,LF,31.0,KC,SF,1,1000000,1000000,2015,7462,https://www.spotrac.com/redirect/player/7462/
662,Justin Smoak,1B,27.9,TOR,TOR,1,1000000,1000000,2015,6967,https://www.spotrac.com/redirect/player/6967/
663,Shaun Marcum,SP,32.9,CLE,CLE,1,1000000,1000000,2015,900,https://www.spotrac.com/redirect/player/900/
664,Josh Outman,RP,30.2,NYY,ATL,1,925000,925000,2015,5320,https://www.spotrac.com/redirect/player/5320/
665,Elliot Johnson,2B,30.9,CLE,TEX,1,900000,900000,2015,846,https://www.spotrac.com/redirect/player/846/
666,Anthony Swarzak,RP,29.3,MIN,CLE,1,900000,900000,2015,8539,https://www.spotrac.com/redirect/player/8539/
667,Adam Rosales,2B,31.6,TEX,TEX,1,900000,900000,2015,5218,https://www.spotrac.com/redirect/player/5218/
668,Jordan Pacheco,3B,28.8,ARI,ARI,1,900000,900000,2015,9155,https://www.spotrac.com/redirect/player/9155/
669,Jonathan Herrera,SS,30.1,BOS,CHC,1,900000,900000,2015,7638,https://www.spotrac.com/redirect/player/7638/
670,Wil Nieves,C,37.3,PHI,SD,1,850000,850000,2015,5414,https://www.spotrac.com/redirect/player/5414/
671,Jeanmar Gomez,RP,26.9,PIT,PHI,1,800000,800000,2015,11613,https://www.spotrac.com/redirect/player/11613/
672,Scott Downs,RP,38.8,KC,CLE,1,800000,800000,2015,896,https://www.spotrac.com/redirect/player/896/
673,Ernesto Frieri,RP,29.3,PIT,TB,1,800000,800000,2015,7504,https://www.spotrac.com/redirect/player/7504/
674,Jayson Nix,2B,32.4,KC,BAL,1,750000,750000,2015,266,https://www.spotrac.com/redirect/player/266/
675,Endy Chavez,LF,36.9,SEA,SEA,1,750000,750000,2015,546,https://www.spotrac.com/redirect/player/546/
676,Pedro Feliciano,RP,38.4,STL,CHC,1,700000,700000,2015,551,https://www.spotrac.com/redirect/player/551/
677,Bobby Wilson,C,31.7,ARI,TB,1,700000,700000,2015,7626,https://www.spotrac.com/redirect/player/7626/
678,Chris Young,RP,35.8,SEA,KC,1,675000,675000,2015,689,https://www.spotrac.com/redirect/player/689/
679,Jason Frasor,RP,37.9,KC,ATL,1,575000,575000,2015,897,https://www.spotrac.com/redirect/player/897/
680,Shane Robinson,CF,30.1,STL,MIN,1,550000,550000,2015,5379,https://www.spotrac.com/redirect/player/5379/
681,Ross Detwiler,RP,29.3,TEX,ATL,1,507500,507500,2015,5410,https://www.spotrac.com/redirect/player/5410/
682,Dustin McGowan,RP,32.8,TOR,LAD,1,507500,507500,2015,901,https://www.spotrac.com/redirect/player/901/
683,Nick Punto,SS,37.1,OAK,ARI,1,507500,507500,2015,532,https://www.spotrac.com/redirect/player/532/
684,Jeremy McBryde,RP,27.5,OAK,LAA,1,507500,507500,2015,15967,https://www.spotrac.com/redirect/player/15967/
685,Mat Latos,SP,27.8,LAD,LAA,-,,,2015,7505,https://www.spotrac.com/redirect/player/7505/
686,Trevor Cahill,RP,27.4,ATL,CHC,1,,,2015,5316,https://www.spotrac.com/redirect/player/5316/
687,Wandy Rodriguez,RP,36.5,PIT,KC,-,,,2015,384,https://www.spotrac.com/redirect/player/384/
688,Everth Cabrera,SS,28.7,BAL,SF,1,,,2015,5348,https://www.spotrac.com/redirect/player/5348/
689,Casey McGehee,3B,32.7,SF,MIA,-,,,2015,5286,https://www.spotrac.com/redirect/player/5286/
690,Rafael Soriano,RP,35.4,WSH,CHC,1,,,2015,40,https://www.spotrac.com/redirect/player/40/
691,Dana Eveland,RP,31.6,BOS,ARI,1,,,2015,617,https://www.spotrac.com/redirect/player/617/
692,Jhoulys Chacin,SP,27.2,COL,CLE,1,,,2015,7307,https://www.spotrac.com/redirect/player/7307/
693,Ryan Webb,RP,29.2,LAD,CLE,1,,,2015,7412,https://www.spotrac.com/redirect/player/7412/
694,Troy Patton,RP,29.6,SD,KC,1,,,2015,69,https://www.spotrac.com/redirect/player/69/
695,James Russell,RP,29.2,ATL,CHC,1,,,2015,7270,https://www.spotrac.com/redirect/player/7270/
696,Felix Doubront,SP,27.4,CHC,TOR,1,,,2015,7253,https://www.spotrac.com/redirect/player/7253/
697,Jonny Venters,RP,29.9,ATL,TB,2,,,2015,7236,https://www.spotrac.com/redirect/player/7236/
698,Tony Gwynn Jr.,LF,32.3,PHI,WSH,1,,,2015,496,https://www.spotrac.com/redirect/player/496/
699,Mike Adams,RP,36.6,PHI,LAD,1,,,2015,5350,https://www.spotrac.com/redirect/player/5350/
700,Dayan Viciedo,RF,25.9,CHW,TOR,1,,,2015,7280,https://www.spotrac.com/redirect/player/7280/
701,Ronny Cedeno,SS,32.0,ARI,SF,1,,,2015,134,https://www.spotrac.com/redirect/player/134/
702,Rich Hill,SP,34.9,NYY,WSH,1,,,2015,145,https://www.spotrac.com/redirect/player/145/
703,Joe Saunders,SP,33.6,TEX,SEA,1,,,2015,451,https://www.spotrac.com/redirect/player/451/
704,Donnie Murphy,3B,31.9,TEX,MIL,1,,,2015,7649,https://www.spotrac.com/redirect/player/7649/
705,Reed Johnson,LF,38.2,MIA,MIA,1,,,2015,5201,https://www.spotrac.com/redirect/player/5201/
706,David Aardsma,RP,33.1,STL,LAD,1,,,2015,79,https://www.spotrac.com/redirect/player/79/
707,David Herndon,RP,29.4,NYY,MIL,1,,,2015,7472,https://www.spotrac.com/redirect/player/7472/
